data_path,case_name
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00472,MIX_00472
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00812,MIX_00812
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02081,MIX_02081
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01573,MIX_01573
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03538,MIX_03538
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05065,MIX_05065
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00015,MIX_00015
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00257,MIX_00257
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05117,MIX_05117
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05014,MIX_05014
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05134,MIX_05134
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05574,MIX_05574
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03714,MIX_03714
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00405,MIX_00405
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05324,MIX_05324
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01196,MIX_01196
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01632,MIX_01632
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01580,MIX_01580
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04972,MIX_04972
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04888,MIX_04888
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02249,MIX_02249
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00882,MIX_00882
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05074,MIX_05074
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03263,MIX_03263
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00144,MIX_00144
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05314,MIX_05314
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05689,MIX_05689
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02311,MIX_02311
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02929,MIX_02929
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01122,MIX_01122
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05461,MIX_05461
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02089,MIX_02089
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02830,MIX_02830
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00042,MIX_00042
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01452,MIX_01452
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01014,MIX_01014
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04832,MIX_04832
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02992,MIX_02992
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01450,MIX_01450
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01414,MIX_01414
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03550,MIX_03550
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02709,MIX_02709
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04324,MIX_04324
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04162,MIX_04162
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03951,MIX_03951
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04110,MIX_04110
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00634,MIX_00634
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05592,MIX_05592
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04990,MIX_04990
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00388,MIX_00388
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05492,MIX_05492
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03733,MIX_03733
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01519,MIX_01519
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04764,MIX_04764
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02350,MIX_02350
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00394,MIX_00394
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00776,MIX_00776
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00444,MIX_00444
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02771,MIX_02771
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05536,MIX_05536
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04174,MIX_04174
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02793,MIX_02793
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03507,MIX_03507
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02188,MIX_02188
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02103,MIX_02103
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05198,MIX_05198
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05327,MIX_05327
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05132,MIX_05132
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04255,MIX_04255
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01386,MIX_01386
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05607,MIX_05607
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02014,MIX_02014
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04599,MIX_04599
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00572,MIX_00572
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01891,MIX_01891
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05668,MIX_05668
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01299,MIX_01299
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03013,MIX_03013
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05171,MIX_05171
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02972,MIX_02972
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00992,MIX_00992
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00499,MIX_00499
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01529,MIX_01529
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00202,MIX_00202
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02717,MIX_02717
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02148,MIX_02148
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02984,MIX_02984
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01668,MIX_01668
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01765,MIX_01765
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01270,MIX_01270
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05554,MIX_05554
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05718,MIX_05718
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03000,MIX_03000
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01824,MIX_01824
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03151,MIX_03151
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03775,MIX_03775
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01001,MIX_01001
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01977,MIX_01977
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00381,MIX_00381
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02373,MIX_02373
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02768,MIX_02768
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02078,MIX_02078
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02888,MIX_02888
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03956,MIX_03956
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04291,MIX_04291
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03233,MIX_03233
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02013,MIX_02013
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00875,MIX_00875
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01170,MIX_01170
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02853,MIX_02853
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01568,MIX_01568
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04392,MIX_04392
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04543,MIX_04543
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01294,MIX_01294
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03149,MIX_03149
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05099,MIX_05099
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01804,MIX_01804
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02892,MIX_02892
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01163,MIX_01163
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01819,MIX_01819
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00014,MIX_00014
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03874,MIX_03874
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04429,MIX_04429
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01606,MIX_01606
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04822,MIX_04822
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05621,MIX_05621
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05369,MIX_05369
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02201,MIX_02201
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03986,MIX_03986
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02643,MIX_02643
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01678,MIX_01678
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04185,MIX_04185
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03910,MIX_03910
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03416,MIX_03416
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01783,MIX_01783
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02026,MIX_02026
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05434,MIX_05434
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02635,MIX_02635
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02961,MIX_02961
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04106,MIX_04106
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00214,MIX_00214
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00286,MIX_00286
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00130,MIX_00130
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00683,MIX_00683
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03471,MIX_03471
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02088,MIX_02088
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04934,MIX_04934
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03266,MIX_03266
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00731,MIX_00731
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02826,MIX_02826
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01066,MIX_01066
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04568,MIX_04568
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04203,MIX_04203
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02190,MIX_02190
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05627,MIX_05627
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00528,MIX_00528
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02204,MIX_02204
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04360,MIX_04360
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02784,MIX_02784
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00143,MIX_00143
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01363,MIX_01363
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02839,MIX_02839
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04798,MIX_04798
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01692,MIX_01692
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03046,MIX_03046
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03067,MIX_03067
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01051,MIX_01051
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00532,MIX_00532
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05662,MIX_05662
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00039,MIX_00039
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05066,MIX_05066
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05521,MIX_05521
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05341,MIX_05341
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01482,MIX_01482
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04126,MIX_04126
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05120,MIX_05120
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04046,MIX_04046
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00918,MIX_00918
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01513,MIX_01513
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04789,MIX_04789
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05329,MIX_05329
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04912,MIX_04912
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04810,MIX_04810
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05186,MIX_05186
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03326,MIX_03326
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05409,MIX_05409
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04340,MIX_04340
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02692,MIX_02692
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01464,MIX_01464
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03555,MIX_03555
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04971,MIX_04971
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00195,MIX_00195
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00843,MIX_00843
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05755,MIX_05755
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02266,MIX_02266
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03735,MIX_03735
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03262,MIX_03262
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01377,MIX_01377
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04936,MIX_04936
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03895,MIX_03895
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01142,MIX_01142
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03503,MIX_03503
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01696,MIX_01696
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05438,MIX_05438
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03731,MIX_03731
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03884,MIX_03884
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01427,MIX_01427
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01789,MIX_01789
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04794,MIX_04794
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01624,MIX_01624
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00704,MIX_00704
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00965,MIX_00965
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04834,MIX_04834
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05654,MIX_05654
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03438,MIX_03438
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04490,MIX_04490
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02887,MIX_02887
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03325,MIX_03325
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04586,MIX_04586
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03164,MIX_03164
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05213,MIX_05213
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02819,MIX_02819
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01453,MIX_01453
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00287,MIX_00287
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03009,MIX_03009
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02764,MIX_02764
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04942,MIX_04942
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05638,MIX_05638
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05163,MIX_05163
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00247,MIX_00247
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04728,MIX_04728
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03694,MIX_03694
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04935,MIX_04935
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05243,MIX_05243
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04250,MIX_04250
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02707,MIX_02707
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02421,MIX_02421
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04223,MIX_04223
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04874,MIX_04874
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04314,MIX_04314
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01625,MIX_01625
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02782,MIX_02782
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04647,MIX_04647
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03269,MIX_03269
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05287,MIX_05287
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04752,MIX_04752
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01216,MIX_01216
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03936,MIX_03936
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01515,MIX_01515
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02378,MIX_02378
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04400,MIX_04400
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04235,MIX_04235
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05468,MIX_05468
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01448,MIX_01448
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01953,MIX_01953
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02355,MIX_02355
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_04523,MIX_04523
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02940,MIX_02940
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01484,MIX_01484
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00049,MIX_00049
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02592,MIX_02592
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01224,MIX_01224
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02036,MIX_02036
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05067,MIX_05067
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05228,MIX_05228
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_05106,MIX_05106
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02943,MIX_02943
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_02920,MIX_02920
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_03844,MIX_03844
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_01547,MIX_01547
../../../data/uls2023_seg/ULS2023_Training_Data/MIX_00910,MIX_00910
